var_1,var_2,value,model,horizon
expected_inflation,expected_inflation:demeaned_HAWK,-0.01525626919021887,long,0
expected_inflation,demeaned_HAWK:expected_unemployment_gap,0.00691053887974766,long,0
demeaned_HAWK,(Intercept),-0.05087657863637013,long,0
demeaned_HAWK,expected_inflation,0.03825608254678353,long,0
demeaned_HAWK,demeaned_HAWK,0.40563421087174095,long,0
demeaned_HAWK,expected_unemployment_gap,0.07779940370501741,long,0
demeaned_HAWK,"lag(dR, 1)",0.04344471568310954,long,0
demeaned_HAWK,"lag(dR, 2)",-0.049482279750268025,long,0
demeaned_HAWK,"lag(dR, 3)",0.00757122838600446,long,0
demeaned_HAWK,"lag(dR, 4)",-0.026541641065691585,long,0
demeaned_HAWK,"lag(expected_inflation, 1)",-0.06464005070300491,long,0
demeaned_HAWK,"lag(expected_inflation, 2)",0.035221159424913905,long,0
demeaned_HAWK,"lag(expected_inflation, 3)",0.021112042973406332,long,0
demeaned_HAWK,"lag(expected_inflation, 4)",0.019916075147451237,long,0
demeaned_HAWK,"lag(expected_unemployment_gap, 1)",-0.022951240361404314,long,0
demeaned_HAWK,"lag(expected_unemployment_gap, 2)",-0.08839310729235302,long,0
demeaned_HAWK,"lag(expected_unemployment_gap, 3)",0.10500019237330832,long,0
demeaned_HAWK,"lag(expected_unemployment_gap, 4)",-0.044599232195991156,long,0
demeaned_HAWK,expected_inflation:demeaned_HAWK,-0.16287146310876288,long,0
demeaned_HAWK,demeaned_HAWK:expected_unemployment_gap,0.03560479799421292,long,0
expected_unemployment_gap,(Intercept),0.002464971989568354,long,0
expected_unemployment_gap,expected_inflation,0.01959658105785272,long,0
expected_unemployment_gap,demeaned_HAWK,0.07779940370501866,long,0
expected_unemployment_gap,expected_unemployment_gap,0.10565042687425924,long,0
expected_unemployment_gap,"lag(dR, 1)",0.02194872650878995,long,0
expected_unemployment_gap,"lag(dR, 2)",-0.04257122970711741,long,0
expected_unemployment_gap,"lag(dR, 3)",0.022785320558682567,long,0
expected_unemployment_gap,"lag(dR, 4)",-0.00706558058022942,long,0
expected_unemployment_gap,"lag(expected_inflation, 1)",-0.01821886111399338,long,0
expected_unemployment_gap,"lag(expected_inflation, 2)",0.006608709113118297,long,0
expected_unemployment_gap,"lag(expected_inflation, 3)",-0.010815938607087523,long,0
expected_unemployment_gap,"lag(expected_inflation, 4)",0.00783237285875947,long,0
expected_unemployment_gap,"lag(expected_unemployment_gap, 1)",-0.09095233380005814,long,0
expected_unemployment_gap,"lag(expected_unemployment_gap, 2)",-0.059082208142976954,long,0
expected_unemployment_gap,"lag(expected_unemployment_gap, 3)",0.08762897246354986,long,0
expected_unemployment_gap,"lag(expected_unemployment_gap, 4)",-0.03359197229938259,long,0
expected_unemployment_gap,expected_inflation:demeaned_HAWK,-0.03141083317962884,long,0
expected_unemployment_gap,demeaned_HAWK:expected_unemployment_gap,1.468894678304622e-4,long,0
"lag(dR, 1)",(Intercept),-7.943574821563599e-4,long,0
"lag(dR, 1)",expected_inflation,0.0065924131381297916,long,0
"lag(dR, 1)",demeaned_HAWK,0.04344471568311042,long,0
"lag(dR, 1)",expected_unemployment_gap,0.021948726508789873,long,0
"lag(dR, 1)","lag(dR, 1)",0.01119583303496459,long,0
"lag(dR, 1)","lag(dR, 2)",-0.014017546150901774,long,0
"lag(dR, 1)","lag(dR, 3)",0.004226013373233244,long,0
"lag(dR, 1)","lag(dR, 4)",-0.0035769447753310995,long,0
"lag(dR, 1)","lag(expected_inflation, 1)",-0.010480288221631955,long,0
"lag(dR, 1)","lag(expected_inflation, 2)",0.003767212656118526,long,0
"lag(dR, 1)","lag(expected_inflation, 3)",-0.0015315719160213428,long,0
"lag(dR, 1)","lag(expected_inflation, 4)",0.0047219427021606185,long,0
"lag(dR, 1)","lag(expected_unemployment_gap, 1)",-0.01380091335639776,long,0
"lag(dR, 1)","lag(expected_unemployment_gap, 2)",-0.021657975660776492,long,0
"lag(dR, 1)","lag(expected_unemployment_gap, 3)",0.03032630811112105,long,0
"lag(dR, 1)","lag(expected_unemployment_gap, 4)",-0.01302565031592307,long,0
"lag(dR, 1)",expected_inflation:demeaned_HAWK,-0.01749044160851551,long,0
"lag(dR, 1)",demeaned_HAWK:expected_unemployment_gap,0.0033154216674076077,long,0
"lag(dR, 2)",(Intercept),0.0022826744430408563,long,0
"lag(dR, 2)",expected_inflation,-0.01067436739661459,long,0
"lag(dR, 2)",demeaned_HAWK,-0.04948227975026935,long,0
"lag(dR, 2)",expected_unemployment_gap,-0.04257122970711734,long,0
"lag(dR, 2)","lag(dR, 1)",-0.014017546150901701,long,0
"lag(dR, 2)","lag(dR, 2)",0.037883040568388815,long,0
"lag(dR, 2)","lag(dR, 3)",-0.027280822751410465,long,0
"lag(dR, 2)","lag(dR, 4)",0.005834514368720685,long,0
"lag(dR, 2)","lag(expected_inflation, 1)",0.01140881665623047,long,0
"lag(dR, 2)","lag(expected_inflation, 2)",-0.010754963025558036,long,0
"lag(dR, 2)","lag(expected_inflation, 3)",0.012785926948839201,long,0
"lag(dR, 2)","lag(expected_inflation, 4)",-0.007142109508856932,long,0
"lag(dR, 2)","lag(expected_unemployment_gap, 1)",0.038511359446259406,long,0
"lag(dR, 2)","lag(expected_unemployment_gap, 2)",0.027486771641002695,long,0
"lag(dR, 2)","lag(expected_unemployment_gap, 3)",-0.03109407768750633,long,0
"lag(dR, 2)","lag(expected_unemployment_gap, 4)",0.006205222042726094,long,0
"lag(dR, 2)",expected_inflation:demeaned_HAWK,0.02584893177430915,long,0
"lag(dR, 2)",demeaned_HAWK:expected_unemployment_gap,0.003478578100494616,long,0
"lag(dR, 3)",(Intercept),0.0016295480557592123,long,0
"lag(dR, 3)",expected_inflation,0.008782307546609308,long,0
"lag(dR, 3)",demeaned_HAWK,0.007571228386005152,long,0
"lag(dR, 3)",expected_unemployment_gap,0.02278532055868243,long,0
"lag(dR, 3)","lag(dR, 1)",0.004226013373233204,long,0
"lag(dR, 3)","lag(dR, 2)",-0.02728082275141057,long,0
"lag(dR, 3)","lag(dR, 3)",0.03357697711628493,long,0
"lag(dR, 3)","lag(dR, 4)",-0.009837935269997586,long,0
"lag(dR, 3)","lag(expected_inflation, 1)",-0.00575292131993936,long,0
"lag(dR, 3)","lag(expected_inflation, 2)",0.009634266496024472,long,0
"lag(dR, 3)","lag(expected_inflation, 3)",-0.01606903808876461,long,0
"lag(dR, 3)","lag(expected_inflation, 4)",0.002393169782128485,long,0
"lag(dR, 3)","lag(expected_unemployment_gap, 1)",-0.03419171659267651,long,0
"lag(dR, 3)","lag(expected_unemployment_gap, 2)",-0.0033273730039787537,long,0
"lag(dR, 3)","lag(expected_unemployment_gap, 3)",0.020627778942324766,long,0
"lag(dR, 3)","lag(expected_unemployment_gap, 4)",-0.007249671034701509,long,0
"lag(dR, 3)",expected_inflation:demeaned_HAWK,-0.0068099021099288564,long,0
"lag(dR, 3)",demeaned_HAWK:expected_unemployment_gap,-0.006942959846373966,long,0
"lag(dR, 4)",(Intercept),0.0013620534820414187,long,0
"lag(dR, 4)",expected_inflation,-0.0068012044441861435,long,0
"lag(dR, 4)",demeaned_HAWK,-0.026541641065691533,long,0
"lag(dR, 4)",expected_unemployment_gap,-0.007065580580229408,long,0
"lag(dR, 4)","lag(dR, 1)",-0.0035769447753310896,long,0
"lag(dR, 4)","lag(dR, 2)",0.0058345143687206944,long,0
"lag(dR, 4)","lag(dR, 3)",-0.009837935269997598,long,0
"lag(dR, 4)","lag(dR, 4)",0.008983063489374428,long,0
"lag(dR, 4)","lag(expected_inflation, 1)",0.007798577494525993,long,0
"lag(dR, 4)","lag(expected_inflation, 2)",-0.004197026749318204,long,0
"lag(dR, 4)","lag(expected_inflation, 3)",0.00213940822039355,long,0
"lag(dR, 4)","lag(expected_inflation, 4)",-9.003110743046863e-4,long,0
"lag(dR, 4)","lag(expected_unemployment_gap, 1)",0.009543813004244712,long,0
"lag(dR, 4)","lag(expected_unemployment_gap, 2)",0.002785487948387179,long,0
"lag(dR, 4)","lag(expected_unemployment_gap, 3)",-0.023071033777709294,long,0
"lag(dR, 4)","lag(expected_unemployment_gap, 4)",0.014927963355095067,long,0
"lag(dR, 4)",expected_inflation:demeaned_HAWK,0.009318537291304916,long,0
"lag(dR, 4)",demeaned_HAWK:expected_unemployment_gap,-0.003930694233010965,long,0
"lag(expected_inflation, 1)",(Intercept),0.005972592436192119,long,0
"lag(expected_inflation, 1)",expected_inflation,-0.02520173056696935,long,0
"lag(expected_inflation, 1)",demeaned_HAWK,-0.06464005070300811,long,0
"lag(expected_inflation, 1)",expected_unemployment_gap,-0.018218861113993182,long,0
"lag(expected_inflation, 1)","lag(dR, 1)",-0.0104802882216317,long,0
"lag(expected_inflation, 1)","lag(dR, 2)",0.011408816656230305,long,0
"lag(expected_inflation, 1)","lag(dR, 3)",-0.00575292131994013,long,0
"lag(expected_inflation, 1)","lag(dR, 4)",0.0077985774945263245,long,0
"lag(expected_inflation, 1)","lag(expected_inflation, 1)",0.043841323940120046,long,0
"lag(expected_inflation, 1)","lag(expected_inflation, 2)",-0.01666583298059726,long,0
"lag(expected_inflation, 1)","lag(expected_inflation, 3)",-0.0024890833483827398,long,0
"lag(expected_inflation, 1)","lag(expected_inflation, 4)",-0.00475657814851579,long,0
"lag(expected_inflation, 1)","lag(expected_unemployment_gap, 1)",0.017347191858114265,long,0
"lag(expected_inflation, 1)","lag(expected_unemployment_gap, 2)",0.01184456086628036,long,0
"lag(expected_inflation, 1)","lag(expected_unemployment_gap, 3)",-0.038891882506013026,long,0
"lag(expected_inflation, 1)","lag(expected_unemployment_gap, 4)",0.022368843441087347,long,0
"lag(expected_inflation, 1)",expected_inflation:demeaned_HAWK,0.02245946146033838,long,0
"lag(expected_inflation, 1)",demeaned_HAWK:expected_unemployment_gap,-8.121673527568784e-4,long,0
"lag(expected_inflation, 2)",(Intercept),-0.004257377390617678,long,0
"lag(expected_inflation, 2)",expected_inflation,0.004152222583267098,long,0
"lag(expected_inflation, 2)",demeaned_HAWK,0.03522115942491772,long,0
"lag(expected_inflation, 2)",expected_unemployment_gap,0.006608709113118071,long,0
"lag(expected_inflation, 2)","lag(dR, 1)",0.0037672126561179653,long,0
"lag(expected_inflation, 2)","lag(dR, 2)",-0.010754963025557136,long,0
"lag(expected_inflation, 2)","lag(dR, 3)",0.009634266496023869,long,0
"lag(expected_inflation, 2)","lag(dR, 4)",-0.004197026749318244,long,0
"lag(expected_inflation, 2)","lag(expected_inflation, 1)",-0.016665832980595954,long,0
"lag(expected_inflation, 2)","lag(expected_inflation, 2)",0.02301916086434313,long,0
"lag(expected_inflation, 2)","lag(expected_inflation, 3)",-0.010600706520990641,long,0
"lag(expected_inflation, 2)","lag(expected_inflation, 4)",0.0038546114754467948,long,0
"lag(expected_inflation, 2)","lag(expected_unemployment_gap, 1)",-0.012066791641914555,long,0
"lag(expected_inflation, 2)","lag(expected_unemployment_gap, 2)",0.013375966184141885,long,0
"lag(expected_inflation, 2)","lag(expected_unemployment_gap, 3)",-0.011951025717137007,long,0
"lag(expected_inflation, 2)","lag(expected_unemployment_gap, 4)",0.004727126982473248,long,0
"lag(expected_inflation, 2)",expected_inflation:demeaned_HAWK,-0.016177997752803156,long,0
"lag(expected_inflation, 2)",demeaned_HAWK:expected_unemployment_gap,-0.0023675149404154016,long,0
"lag(expected_inflation, 3)",(Intercept),-0.011151949648479884,long,0
"lag(expected_inflation, 3)",expected_inflation,7.429620127681586e-4,long,0
"lag(expected_inflation, 3)",demeaned_HAWK,0.0211120429734049,long,0
"lag(expected_inflation, 3)",expected_unemployment_gap,-0.010815938607087613,long,0
"lag(expected_inflation, 3)","lag(dR, 1)",-0.0015315719160213692,long,0
"lag(expected_inflation, 3)","lag(dR, 2)",0.012785926948839479,long,0
"lag(expected_inflation, 3)","lag(dR, 3)",-0.016069038088764583,long,0
"lag(expected_inflation, 3)","lag(dR, 4)",0.0021394082203934107,long,0
"lag(expected_inflation, 3)","lag(expected_inflation, 1)",-0.002489083348384389,long,0
"lag(expected_inflation, 3)","lag(expected_inflation, 2)",-0.010600706520989876,long,0
"lag(expected_inflation, 3)","lag(expected_inflation, 3)",0.026760323263165745,long,0
"lag(expected_inflation, 3)","lag(expected_inflation, 4)",-0.007799562323431875,long,0
"lag(expected_inflation, 3)","lag(expected_unemployment_gap, 1)",0.02219421774220273,long,0
"lag(expected_inflation, 3)","lag(expected_unemployment_gap, 2)",-0.011530975359752622,long,0
"lag(expected_inflation, 3)","lag(expected_unemployment_gap, 3)",0.003052885608966017,long,0
"lag(expected_inflation, 3)","lag(expected_unemployment_gap, 4)",-6.136346501481842e-4,long,0
"lag(expected_inflation, 3)",expected_inflation:demeaned_HAWK,-0.007357492167134804,long,0
"lag(expected_inflation, 3)",demeaned_HAWK:expected_unemployment_gap,0.00398814854935726,long,0
"lag(expected_inflation, 4)",(Intercept),-0.0051949465073279555,long,0
"lag(expected_inflation, 4)",expected_inflation,7.188546407005748e-4,long,0
"lag(expected_inflation, 4)",demeaned_HAWK,0.019916075147450793,long,0
"lag(expected_inflation, 4)",expected_unemployment_gap,0.007832372858759115,long,0
"lag(expected_inflation, 4)","lag(dR, 1)",0.004721942702160566,long,0
"lag(expected_inflation, 4)","lag(dR, 2)",-0.007142109508856665,long,0
"lag(expected_inflation, 4)","lag(dR, 3)",0.002393169782128381,long,0
"lag(expected_inflation, 4)","lag(dR, 4)",-9.003110743046727e-4,long,0
"lag(expected_inflation, 4)","lag(expected_inflation, 1)",-0.0047565781485154725,long,0
"lag(expected_inflation, 4)","lag(expected_inflation, 2)",0.003854611475446249,long,0
"lag(expected_inflation, 4)","lag(expected_inflation, 3)",-0.007799562323432125,long,0
"lag(expected_inflation, 4)","lag(expected_inflation, 4)",0.011357908709806692,long,0
"lag(expected_inflation, 4)","lag(expected_unemployment_gap, 1)",-0.005677139643772895,long,0
"lag(expected_inflation, 4)","lag(expected_unemployment_gap, 2)",-0.012622431966037424,long,0
"lag(expected_inflation, 4)","lag(expected_unemployment_gap, 3)",0.012191912533266075,long,0
"lag(expected_inflation, 4)","lag(expected_unemployment_gap, 4)",-0.002747267285924297,long,0
"lag(expected_inflation, 4)",expected_inflation:demeaned_HAWK,-0.01160754760176211,long,0
"lag(expected_inflation, 4)",demeaned_HAWK:expected_unemployment_gap,-0.003869235704452015,long,0
"lag(expected_unemployment_gap, 1)",(Intercept),-0.010352326401274965,long,0
"lag(expected_unemployment_gap, 1)",expected_inflation,-0.018469597732098105,long,0
"lag(expected_unemployment_gap, 1)",demeaned_HAWK,-0.02295124036140388,long,0
"lag(expected_unemployment_gap, 1)",expected_unemployment_gap,-0.0909523338000593,long,0
"lag(expected_unemployment_gap, 1)","lag(dR, 1)",-0.013800913356397564,long,0
"lag(expected_unemployment_gap, 1)","lag(dR, 2)",0.038511359446258914,long,0
"lag(expected_unemployment_gap, 1)","lag(dR, 3)",-0.03419171659267657,long,0
"lag(expected_unemployment_gap, 1)","lag(dR, 4)",0.009543813004244596,long,0
"lag(expected_unemployment_gap, 1)","lag(expected_inflation, 1)",0.017347191858113915,long,0
"lag(expected_unemployment_gap, 1)","lag(expected_inflation, 2)",-0.012066791641913818,long,0
"lag(expected_unemployment_gap, 1)","lag(expected_inflation, 3)",0.02219421774220247,long,0
"lag(expected_unemployment_gap, 1)","lag(expected_inflation, 4)",-0.005677139643773233,long,0
"lag(expected_unemployment_gap, 1)","lag(expected_unemployment_gap, 1)",0.12128354265719733,long,0
"lag(expected_unemployment_gap, 1)","lag(expected_unemployment_gap, 2)",0.001433688104061146,long,0
"lag(expected_unemployment_gap, 1)","lag(expected_unemployment_gap, 3)",-0.06265276818774239,long,0
"lag(expected_unemployment_gap, 1)","lag(expected_unemployment_gap, 4)",0.026901551572138332,long,0
"lag(expected_unemployment_gap, 1)",expected_inflation:demeaned_HAWK,0.009966998939877165,long,0
"lag(expected_unemployment_gap, 1)",demeaned_HAWK:expected_unemployment_gap,0.005810793274518615,long,0
"lag(expected_unemployment_gap, 2)",(Intercept),0.0173159124449197,long,0
"lag(expected_unemployment_gap, 2)",expected_inflation,-0.013751612375133173,long,0
"lag(expected_unemployment_gap, 2)",demeaned_HAWK,-0.08839310729235447,long,0
"lag(expected_unemployment_gap, 2)",expected_unemployment_gap,-0.0590822081429761,long,0
"lag(expected_unemployment_gap, 2)","lag(dR, 1)",-0.02165797566077649,long,0
"lag(expected_unemployment_gap, 2)","lag(dR, 2)",0.027486771641003105,long,0
"lag(expected_unemployment_gap, 2)","lag(dR, 3)",-0.0033273730039787893,long,0
"lag(expected_unemployment_gap, 2)","lag(dR, 4)",0.002785487948387312,long,0
"lag(expected_unemployment_gap, 2)","lag(expected_inflation, 1)",0.01184456086627997,long,0
"lag(expected_unemployment_gap, 2)","lag(expected_inflation, 2)",0.013375966184140496,long,0
"lag(expected_unemployment_gap, 2)","lag(expected_inflation, 3)",-0.011530975359753176,long,0
"lag(expected_unemployment_gap, 2)","lag(expected_inflation, 4)",-0.012622431966037587,long,0
"lag(expected_unemployment_gap, 2)","lag(expected_unemployment_gap, 1)",0.0014336881040615025,long,0
"lag(expected_unemployment_gap, 2)","lag(expected_unemployment_gap, 2)",0.15025791129021301,long,0
"lag(expected_unemployment_gap, 2)","lag(expected_unemployment_gap, 3)",-0.16039873799408536,long,0
"lag(expected_unemployment_gap, 2)","lag(expected_unemployment_gap, 4)",0.062371403999091364,long,0
"lag(expected_unemployment_gap, 2)",expected_inflation:demeaned_HAWK,0.03926023798125076,long,0
"lag(expected_unemployment_gap, 2)",demeaned_HAWK:expected_unemployment_gap,0.005186843787127677,long,0
"lag(expected_unemployment_gap, 3)",(Intercept),-0.00446372802485524,long,0
"lag(expected_unemployment_gap, 3)",expected_inflation,0.04071195418136535,long,0
"lag(expected_unemployment_gap, 3)",demeaned_HAWK,0.1050001923733094,long,0
"lag(expected_unemployment_gap, 3)",expected_unemployment_gap,0.08762897246354905,long,0
"lag(expected_unemployment_gap, 3)","lag(dR, 1)",0.030326308111120963,long,0
"lag(expected_unemployment_gap, 3)","lag(dR, 2)",-0.031094077687506386,long,0
"lag(expected_unemployment_gap, 3)","lag(dR, 3)",0.020627778942324513,long,0
"lag(expected_unemployment_gap, 3)","lag(dR, 4)",-0.023071033777709263,long,0
"lag(expected_unemployment_gap, 3)","lag(expected_inflation, 1)",-0.03889188250601166,long,0
"lag(expected_unemployment_gap, 3)","lag(expected_inflation, 2)",-0.011951025717136394,long,0
"lag(expected_unemployment_gap, 3)","lag(expected_inflation, 3)",0.003052885608966831,long,0
"lag(expected_unemployment_gap, 3)","lag(expected_inflation, 4)",0.01219191253326561,long,0
"lag(expected_unemployment_gap, 3)","lag(expected_unemployment_gap, 1)",-0.06265276818774182,long,0
"lag(expected_unemployment_gap, 3)","lag(expected_unemployment_gap, 2)",-0.1603987379940848,long,0
"lag(expected_unemployment_gap, 3)","lag(expected_unemployment_gap, 3)",0.3044194316398668,long,0
"lag(expected_unemployment_gap, 3)","lag(expected_unemployment_gap, 4)",-0.15586366012208536,long,0
"lag(expected_unemployment_gap, 3)",expected_inflation:demeaned_HAWK,-0.03607107651312079,long,0
"lag(expected_unemployment_gap, 3)",demeaned_HAWK:expected_unemployment_gap,0.006923443763311661,long,0
"lag(expected_unemployment_gap, 4)",(Intercept),-0.004108458278172299,long,0
"lag(expected_unemployment_gap, 4)",expected_inflation,-0.023075664303356943,long,0
"lag(expected_unemployment_gap, 4)",demeaned_HAWK,-0.04459923219599077,long,0
"lag(expected_unemployment_gap, 4)",expected_unemployment_gap,-0.033591972299382385,long,0
"lag(expected_unemployment_gap, 4)","lag(dR, 1)",-0.013025650315923183,long,0
"lag(expected_unemployment_gap, 4)","lag(dR, 2)",0.006205222042726395,long,0
"lag(expected_unemployment_gap, 4)","lag(dR, 3)",-0.007249671034701667,long,0
"lag(expected_unemployment_gap, 4)","lag(dR, 4)",0.014927963355095077,long,0
"lag(expected_unemployment_gap, 4)","lag(expected_inflation, 1)",0.022368843441087333,long,0
"lag(expected_unemployment_gap, 4)","lag(expected_inflation, 2)",0.004727126982472366,long,0
"lag(expected_unemployment_gap, 4)","lag(expected_inflation, 3)",-6.136346501476787e-4,long,0
"lag(expected_unemployment_gap, 4)","lag(expected_inflation, 4)",-0.002747267285924212,long,0
"lag(expected_unemployment_gap, 4)","lag(expected_unemployment_gap, 1)",0.026901551572138267,long,0
"lag(expected_unemployment_gap, 4)","lag(expected_unemployment_gap, 2)",0.06237140399909133,long,0
"lag(expected_unemployment_gap, 4)","lag(expected_unemployment_gap, 3)",-0.15586366012208566,long,0
"lag(expected_unemployment_gap, 4)","lag(expected_unemployment_gap, 4)",0.092004984264674,long,0
"lag(expected_unemployment_gap, 4)",expected_inflation:demeaned_HAWK,0.010891010581817236,long,0
"lag(expected_unemployment_gap, 4)",demeaned_HAWK:expected_unemployment_gap,-0.010552933025990379,long,0
expected_inflation:demeaned_HAWK,(Intercept),0.035454353412873466,long,0
expected_inflation:demeaned_HAWK,expected_inflation,-0.015256269190217997,long,0
expected_inflation:demeaned_HAWK,demeaned_HAWK,-0.1628714631087629,long,0
expected_inflation:demeaned_HAWK,expected_unemployment_gap,-0.0314108331796288,long,0
expected_inflation:demeaned_HAWK,"lag(dR, 1)",-0.01749044160851535,long,0
expected_inflation:demeaned_HAWK,"lag(dR, 2)",0.02584893177430936,long,0
expected_inflation:demeaned_HAWK,"lag(dR, 3)",-0.006809902109929004,long,0
expected_inflation:demeaned_HAWK,"lag(dR, 4)",0.009318537291304881,long,0
expected_inflation:demeaned_HAWK,"lag(expected_inflation, 1)",0.02245946146033761,long,0
expected_inflation:demeaned_HAWK,"lag(expected_inflation, 2)",-0.016177997752802965,long,0
expected_inflation:demeaned_HAWK,"lag(expected_inflation, 3)",-0.007357492167134826,long,0
expected_inflation:demeaned_HAWK,"lag(expected_inflation, 4)",-0.011607547601762467,long,0
expected_inflation:demeaned_HAWK,"lag(expected_unemployment_gap, 1)",0.009966998939877852,long,0
expected_inflation:demeaned_HAWK,"lag(expected_unemployment_gap, 2)",0.03926023798125088,long,0
expected_inflation:demeaned_HAWK,"lag(expected_unemployment_gap, 3)",-0.036071076513121206,long,0
expected_inflation:demeaned_HAWK,"lag(expected_unemployment_gap, 4)",0.010891010581817467,long,0
expected_inflation:demeaned_HAWK,expected_inflation:demeaned_HAWK,0.08115516143406641,long,0
expected_inflation:demeaned_HAWK,demeaned_HAWK:expected_unemployment_gap,-0.014642209686729508,long,0
demeaned_HAWK:expected_unemployment_gap,(Intercept),0.0031279261843549567,long,0
demeaned_HAWK:expected_unemployment_gap,expected_inflation,0.006910538879748074,long,0
demeaned_HAWK:expected_unemployment_gap,demeaned_HAWK,0.03560479799421287,long,0
demeaned_HAWK:expected_unemployment_gap,expected_unemployment_gap,1.4688946783062483e-4,long,0
demeaned_HAWK:expected_unemployment_gap,"lag(dR, 1)",0.003315421667407693,long,0
demeaned_HAWK:expected_unemployment_gap,"lag(dR, 2)",0.0034785781004946542,long,0
demeaned_HAWK:expected_unemployment_gap,"lag(dR, 3)",-0.006942959846374056,long,0
demeaned_HAWK:expected_unemployment_gap,"lag(dR, 4)",-0.003930694233010918,long,0
demeaned_HAWK:expected_unemployment_gap,"lag(expected_inflation, 1)",-8.12167352757384e-4,long,0
demeaned_HAWK:expected_unemployment_gap,"lag(expected_inflation, 2)",-0.0023675149404156627,long,0
demeaned_HAWK:expected_unemployment_gap,"lag(expected_inflation, 3)",0.003988148549357149,long,0
demeaned_HAWK:expected_unemployment_gap,"lag(expected_inflation, 4)",-0.003869235704452204,long,0
demeaned_HAWK:expected_unemployment_gap,"lag(expected_unemployment_gap, 1)",0.005810793274518417,long,0
demeaned_HAWK:expected_unemployment_gap,"lag(expected_unemployment_gap, 2)",0.005186843787127899,long,0
demeaned_HAWK:expected_unemployment_gap,"lag(expected_unemployment_gap, 3)",0.006923443763311022,long,0
demeaned_HAWK:expected_unemployment_gap,"lag(expected_unemployment_gap, 4)",-0.010552933025990275,long,0
demeaned_HAWK:expected_unemployment_gap,expected_inflation:demeaned_HAWK,-0.01464220968672969,long,0
demeaned_HAWK:expected_unemployment_gap,demeaned_HAWK:expected_unemployment_gap,0.03308552678606493,long,0
(Intercept),(Intercept),0.16637183417863433,long,1
(Intercept),expected_inflation,-0.00728844285807273,long,1
(Intercept),demeaned_HAWK,-0.12719034243558172,long,1
(Intercept),expected_unemployment_gap,0.0028141696148732925,long,1
(Intercept),"lag(dR, 1)",0.007306579875008502,long,1
(Intercept),"lag(dR, 2)",0.017369171770240634,long,1
(Intercept),"lag(dR, 3)",0.005302456856916957,long,1
(Intercept),"lag(dR, 4)",-0.016908667963534036,long,1
(Intercept),"lag(expected_inflation, 1)",-0.0035872754118600266,long,1
(Intercept),"lag(expected_inflation, 2)",-0.030273313492894204,long,1
(Intercept),"lag(expected_inflation, 3)",0.009772195132373042,long,1
(Intercept),"lag(expected_inflation, 4)",-0.04168061596360933,long,1
(Intercept),"lag(expected_unemployment_gap, 1)",-0.007832881112742036,long,1
(Intercept),"lag(expected_unemployment_gap, 2)",0.0608582233515433,long,1
(Intercept),"lag(expected_unemployment_gap, 3)",0.0020688109556024083,long,1
(Intercept),"lag(expected_unemployment_gap, 4)",-0.048883057355285545,long,1
(Intercept),expected_inflation:demeaned_HAWK,0.11584632549535487,long,1
(Intercept),demeaned_HAWK:expected_unemployment_gap,0.027588309440677854,long,1
